x_position_nm,y_position_nm,N_Bonds
-4.25157831075277e-07,-1.55800564116685e-06,0
-4.33264910532052e-07,-1.41431526787385e-06,0
-4.79377810385432e-07,-1.56365798760113e-06,0
-5.69569104353577e-07,-1.68101353963225e-06,0
-5.34615278195553e-07,-1.69962333396722e-06,0
-7.60892316467516e-07,-1.76907255030492e-06,0
-9.45755127016462e-07,-1.79057114331223e-06,0
-9.28838309439346e-07,-1.79552228212263e-06,0
-9.02141187848808e-07,-1.69467770733067e-06,0
-8.32966855320349e-07,-1.60741986410777e-06,0
-6.57236315486012e-07,-1.66495038984618e-06,0
-6.78100425484885e-07,-1.48036837068828e-06,0
-6.41773614028744e-07,-1.31408636518789e-06,0
-7.53918869836356e-07,-1.38861164194887e-06,0
-8.92702691888113e-07,-1.41984787208629e-06,0
-8.80919644371936e-07,-1.43841463344529e-06,0
-7.18862376388031e-07,-1.36130417524359e-06,0
-7.89541058449901e-07,-1.41713604518293e-06,0
-7.42961478674224e-07,-1.33593979206951e-06,0
-6.90670226716664e-07,-1.25446813054463e-06,0
-7.22678676520238e-07,-1.2727141860634e-06,0
-7.26121393449517e-07,-1.29375378461374e-06,0
-7.25955284616491e-07,-1.25803485214012e-06,0
-5.5127114005501e-07,-1.25446659370979e-06,0
-5.62603564799471e-07,-1.3223400971727e-06,1
-5.9211981420769e-07,-1.35527187982249e-06,1
-5.73626275378901e-07,-1.33112905503064e-06,1
-5.74182118167472e-07,-1.35017279383926e-06,1
-4.96292099264896e-07,-1.33989030795967e-06,1
-4.93274422653522e-07,-1.23350715200794e-06,1
-4.58372314551479e-07,-1.18638934525026e-06,1
-3.66031851022221e-07,-1.13951108738821e-06,1
-3.48964288960581e-07,-1.24734165695602e-06,1
-3.44469191262075e-07,-1.26811522387397e-06,1
-2.71976003378291e-07,-1.25829474616878e-06,1
-3.27337611649435e-07,-1.29055195830635e-06,1
-3.16036403874044e-07,-1.27801693673831e-06,1
-3.11484468751046e-07,-1.25221073914679e-06,1
-2.65442842974723e-07,-1.27084435800114e-06,1
-2.88773983718949e-07,-1.23457002275945e-06,1
-4.88030030799433e-07,-1.21745326337974e-06,1
-5.44175722232628e-07,-1.25512908294532e-06,1
-5.22523508965421e-07,-1.20369710634801e-06,1
-4.35417536450416e-07,-1.31379796364571e-06,1
-3.91828677669022e-07,-1.30606993778688e-06,1
-4.16095599642418e-07,-1.25658257666636e-06,1
-3.45858664490554e-07,-1.17894450275179e-06,2
-2.78746280676427e-07,-1.17193299815794e-06,2
-3.20350225352457e-07,-1.16448313311165e-06,2
-2.82275884139226e-07,-1.17519117747589e-06,2
-2.76221932266678e-07,-1.22314652665635e-06,2
-3.36089206847849e-07,-1.16081622108025e-06,2
-3.52274598041358e-07,-1.16178393487078e-06,2
-3.41448793789795e-07,-1.15890076735011e-06,2
-4.45073094097375e-07,-1.17966090966161e-06,2
-3.71527791395919e-07,-1.17695333834792e-06,2
-4.28142080718864e-07,-1.18337262498522e-06,2
-3.94723541373679e-07,-1.20007712597103e-06,2
-3.2931912256692e-07,-1.17283815607675e-06,2
-3.82120849700918e-07,-1.16699527310411e-06,2
-4.16244129172379e-07,-1.15926487174402e-06,2
-4.30990033056242e-07,-1.16698866372065e-06,2
-4.54034361497928e-07,-1.17627435000086e-06,2
-3.77808284806566e-07,-1.17150261087597e-06,2
-3.64874208779476e-07,-1.17263966305147e-06,2
-3.60696982174157e-07,-1.18937334529101e-06,2
-3.93450398972684e-07,-1.18337230161585e-06,2
-4.36859042687906e-07,-1.1727000789611e-06,2
-4.48900125179517e-07,-1.16602882250814e-06,2
-3.33035906684629e-07,-1.1612532816734e-06,2
-3.63686231786724e-07,-1.15489073403059e-06,2
-4.10925601546922e-07,-1.1734498267591e-06,2
-3.68590570740151e-07,-1.19822573313512e-06,2
-4.57794970256111e-07,-1.15855920991351e-06,2
-4.81978396606539e-07,-1.20996870056012e-06,2
-4.65062550776463e-07,-1.1740458137165e-06,2
-4.58441446834611e-07,-1.17082123077286e-06,2
-3.92365343511175e-07,-1.1630286563351e-06,2
-3.1135282127777e-07,-1.13425930608911e-06,2
-2.90859768827996e-07,-1.16103725805251e-06,2
-3.0430789301103e-07,-1.16952983664977e-06,2
-3.6524171170237e-07,-1.16295735500796e-06,2
-4.48358166194523e-07,-1.18502806908317e-06,2
-4.39967204247358e-07,-1.1663556476011e-06,2
-3.89924455500491e-07,-1.15918569267355e-06,2
-3.20494440919759e-07,-1.16647623514257e-06,2
-3.54097862758267e-07,-1.16368950582072e-06,2
-2.90317541409572e-07,-1.18016357944123e-06,2
-3.09343330498427e-07,-1.17867368191121e-06,2
-3.80017635156166e-07,-1.19542987307462e-06,2
-3.91800124050469e-07,-1.1717736418432e-06,2
-3.37571252974517e-07,-1.20428446734486e-06,2
-2.99550543301154e-07,-1.16776396151695e-06,2
-3.98146649443675e-07,-1.17479608925762e-06,2
-3.92547111612145e-07,-1.18611472954005e-06,2
-4.56863503317584e-07,-1.1915523506371e-06,2
-4.12294504077141e-07,-1.16547197276388e-06,2
-4.28046539689871e-07,-1.18982487732572e-06,2
-4.57963566460485e-07,-1.17712551598421e-06,2
-3.38469438760621e-07,-1.1765014730203e-06,2
-3.46142382300291e-07,-1.16912901731045e-06,2
-4.27634011759297e-07,-1.20152942583562e-06,2
-4.78457289988116e-07,-1.19624779994296e-06,2
-3.15007401542876e-07,-1.15984339696351e-06,2
-4.43396153066819e-07,-1.17764988696012e-06,2
-5.07088376862331e-07,-1.18171103151143e-06,2
-3.93246968917985e-07,-1.17269844137406e-06,2
-4.23643676708967e-07,-1.17683868062791e-06,2
-5.08124796989282e-07,-1.19312786768503e-06,2
-5.04155574125262e-07,-1.20007279518883e-06,2
-5.04825206600691e-07,-1.1907367958338e-06,2
-4.76925620639147e-07,-1.17429682474183e-06,2
-4.18671299512726e-07,-1.18294870357093e-06,2
-3.89285163642925e-07,-1.17128545524785e-06,2
-4.15466227486049e-07,-1.17740217997632e-06,2
-3.27528980364674e-07,-1.15279660044184e-06,2
-3.68929631170137e-07,-1.17694312439047e-06,2
-5.16734159936518e-07,-1.21118428264236e-06,2
-5.04127574306799e-07,-1.16428488731173e-06,2
-4.05440919116233e-07,-1.1677352707272e-06,2
-4.02399055009637e-07,-1.19385572971496e-06,2
-3.96334219548979e-07,-1.16676605653955e-06,2
-4.79869817334946e-07,-1.1914696417252e-06,2
-4.7669043107207e-07,-1.17862346919267e-06,2
-4.16192270081122e-07,-1.15828244428208e-06,2
-4.77730000457639e-07,-1.16995864153088e-06,2
-4.10811420477049e-07,-1.17798699299573e-06,2
-4.70023556721697e-07,-1.20249474778067e-06,2
-3.80402949347754e-07,-1.1709385715626e-06,2
-3.66909697436297e-07,-1.16144814462059e-06,2
-3.55155097998178e-07,-1.20706208009905e-06,2
-4.91923881077039e-07,-1.19859630920359e-06,2
-4.99394489045449e-07,-1.22162524401108e-06,2
-4.68315734754442e-07,-1.18320530344652e-06,2
-4.71551953779206e-07,-1.19256648599822e-06,2
-4.89127909663283e-07,-1.19210751272866e-06,2
-4.6728271683326e-07,-1.17920653212695e-06,2
-3.57147126272683e-07,-1.17327674629566e-06,2
-3.34718187524325e-07,-1.16582109565822e-06,2
-3.92020284769395e-07,-1.18478547740414e-06,2
-4.17691622002712e-07,-1.18223008229815e-06,2
-3.84724729535712e-07,-1.17108899357188e-06,2
-3.69455447293963e-07,-1.16740022571112e-06,2
-3.63358346616841e-07,-1.17190996471653e-06,2
-3.89503521092816e-07,-1.17263120213258e-06,2
-3.67368971874012e-07,-1.17838776555278e-06,2
-4.04007004309184e-07,-1.1715444442155e-06,2
-4.60203394156554e-07,-1.19891094346934e-06,2
-4.44773743501654e-07,-1.17231475055797e-06,2
-3.57162874119398e-07,-1.16779231513036e-06,2
-3.53943305271841e-07,-1.16882182340794e-06,2
-3.9569027614608e-07,-1.19860133167634e-06,2
-4.08245354987304e-07,-1.1787507904264e-06,2
-4.09029375416208e-07,-1.19044410797743e-06,2
-3.2734659867508e-07,-1.14836230235503e-06,2
-2.77724041151442e-07,-1.19850861214478e-06,2
-3.19108695800051e-07,-1.16878608542515e-06,2
-3.24456225496973e-07,-1.18126620465253e-06,2
-2.75505119736896e-07,-1.15925221723744e-06,2
-3.33595364617017e-07,-1.15709757828412e-06,2
-3.69024534713196e-07,-1.19467968962827e-06,2
-3.49558497391174e-07,-1.18271832659774e-06,2
-4.51639466256632e-07,-1.18135329656967e-06,2
-4.47162633690298e-07,-1.16701545019523e-06,2
-4.39469169856906e-07,-1.17392415351731e-06,2
-4.15503678132969e-07,-1.17915514385727e-06,2
-3.97598556734154e-07,-1.16327270042777e-06,2
-4.47007730505299e-07,-1.17540301072361e-06,2
-3.70730193455163e-07,-1.18968732081125e-06,2
-3.36380608276479e-07,-1.16759066303296e-06,2
-3.63878080758307e-07,-1.1747492992554e-06,2
-3.73845611187086e-07,-1.15476494605185e-06,2
-4.32983204288113e-07,-1.19982282793945e-06,2
-4.2437398207093e-07,-1.16649427855435e-06,2
-3.62814366441345e-07,-1.18095882053374e-06,2
-4.71120077089279e-07,-1.17716904952791e-06,2
-4.32683374402204e-07,-1.16051219880086e-06,2
-4.3991586472709e-07,-1.17547237735993e-06,2
-4.93676278698752e-07,-1.16335136385267e-06,2
-4.28954040276341e-07,-1.17981097485053e-06,2
-2.93625565009355e-07,-1.17321955717828e-06,2
-4.38233080781211e-07,-1.18544122944409e-06,2
-3.51336962673742e-07,-1.16673958177643e-06,2
-3.57337682392311e-07,-1.15711501151497e-06,2
-3.41519823973891e-07,-1.17503659618788e-06,2
-2.96022282712399e-07,-1.1784974525233e-06,2
-3.08171559453994e-07,-1.15926662233366e-06,2
-2.90663315929206e-07,-1.17855621939885e-06,2
-3.03466340937389e-07,-1.15871911747308e-06,2
-4.24943488414882e-07,-1.18598019349015e-06,2
-4.96996904412283e-07,-1.14545253499746e-06,2
-4.90134816639525e-07,-1.1814898458135e-06,2
-5.14323699722981e-07,-1.20819440279516e-06,2
-5.10022144830471e-07,-1.20823041911823e-06,2
-4.92064820940586e-07,-1.17883403781815e-06,2
-4.61749297168247e-07,-1.16690292168457e-06,2
-5.05802121083227e-07,-1.17963771252879e-06,2
-4.8900267250154e-07,-1.20180059513912e-06,1
-4.49569071521367e-07,-1.15573388438563e-06,1
-4.49148938944575e-07,-1.13985505823635e-06,1
-4.37743707294001e-07,-1.11967654253203e-06,1
-3.85952691987664e-07,-1.11530271585238e-06,1
-4.14477717916205e-07,-1.15099630593028e-06,1
-4.88035386868899e-07,-1.07953868998649e-06,1
-4.54898301088953e-07,-1.13249385273607e-06,1
-5.23102884399671e-07,-1.08946053762566e-06,1
-5.24250490703369e-07,-1.11704258685756e-06,1
-5.08696429622697e-07,-1.24329828954059e-06,1
-5.08180643143112e-07,-1.25382253338482e-06,1
-4.8084859901455e-07,-1.20822867418576e-06,1
-5.07349019302286e-07,-1.19919245261857e-06,1
-4.88557508194532e-07,-1.1553509699677e-06,1
-4.38247601566356e-07,-1.21647616418249e-06,1
-4.05136373612086e-07,-1.15313988725074e-06,1
-4.09289530814376e-07,-1.17957816154316e-06,1
-2.96971176676646e-07,-1.11130048593877e-06,1
-3.37569736117258e-07,-1.17635939042592e-06,1
-2.82633887181739e-07,-1.18886740820005e-06,1
-3.76665417804005e-07,-1.1756003052401e-06,1
-3.26615435569675e-07,-1.18617227474485e-06,1
-3.93403274282361e-07,-1.18714047244188e-06,1
-4.06611707984931e-07,-1.21387053105766e-06,1
-3.77715109580473e-07,-1.17382507345991e-06,1
-3.58302812521883e-07,-1.13516877721963e-06,1
-3.37262755963705e-07,-1.17181341111992e-06,1
-2.62017349483759e-07,-1.19766571999338e-06,1
-2.88336781682639e-07,-1.23998906750565e-06,1
-2.77818331854487e-07,-1.25721847487131e-06,1
-2.84049062390933e-07,-1.22870949283987e-06,1
-3.02976727667702e-07,-1.18868112306009e-06,1
-3.09754510061859e-07,-1.18644705776648e-06,1
-3.11723051438114e-07,-1.16807482090153e-06,1
